"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
232,"Dirty Ace","A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback",2006,1,7,"2.99",147,"29.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ace':2 'action':5 'action-pack':4 'build':18 'charact':7 'dentist':20 'dirti':1 'forens':11 'girl':15 'must':17 'outback':23 'pack':6 'psychologist':12 'studi':8"
233,"Disciple Mother","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006,1,3,"0.99",141,"17.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'boat':12 'discipl':1 'face':15 'mad':8 'moos':17 'mother':2 'must':14 'reflect':5 'scientist':9 'shark':20 'tank':21 'touch':4"
234,"Disturbing Scarface","A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat",2006,1,6,"2.99",94,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':21 'butler':11 'crocodil':8 'display':5 'disturb':1 'lacklustur':4 'monkey':16 'must':13 'overcom':14 'scarfac':2 'u':20 'u-boat':19"
238,"Doctor Grail","A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback",2006,1,4,"2.99",57,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'doctor':1 'drama':5 'forens':16 'grail':2 'insight':4 'must':13 'outback':20 'psychologist':17 'reach':14 'waitress':11 'woman':8"
241,"Donnie Alley","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,1,4,"0.99",125,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'alley':2 'ancient':20 'awe':5 'awe-inspir':4 'butler':10 'donni':1 'frisbe':13 'inspir':6 'japan':21 'must':15 'tale':7 'teacher':18 'vanquish':16"
243,"Doors President","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006,1,3,"4.99",49,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boy':18 'display':7 'door':1 'gulf':21 'inspir':6 'mexico':23 'must':15 'overcom':16 'presid':2 'squirrel':10 'woman':13"
245,"Double Wrath","A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,"0.99",177,"28.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'challeng':14 'dog':11 'doubl':1 'gulf':19 'madman':16 'mexico':21 'must':13 'thought':4 'woman':8 'wrath':2 'yarn':5"
246,"Doubtfire Labyrinth","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",2006,1,5,"4.99",154,"16.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':8 'compos':11 'cow':17 'desert':21 'doubtfir':1 'intrepid':4 'labyrinth':2 'mad':16 'meet':14 'must':13 'panorama':5 'sahara':20"
248,"Dozen Lion","A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies",2006,1,6,"4.99",177,"20.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'canadian':19 'cat':8 'defeat':14 'dozen':1 'drama':5 'frisbe':16 'girl':11 'lion':2 'must':13 'rocki':20 'taut':4"
250,"Dragon Squad","A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China",2006,1,4,"0.99",170,"26.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'boy':8 'china':19 'dragon':1 'must':13 'outgun':14 'reflect':5 'squad':2 'taut':4 'teacher':16 'waitress':11"
251,"Dragonfly Strangers","A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria",2006,1,6,"4.99",133,"19.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'bore':4 'documentari':5 'dragonfli':1 'man':11,16 'must':13 'nigeria':18 'pioneer':8 'stranger':2 'vanquish':14"
252,"Dream Pickup","A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico",2006,1,6,"2.99",135,"18.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17"
253,"Drifter Commandments","A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat",2006,1,5,"4.99",61,"18.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':20 'command':2 'discov':14 'drifter':1 'epic':4 'husband':16 'jet':19 'must':13 'reflect':5 'squirrel':11 'woman':8"
254,"Driver Annie","A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House",2006,1,4,"2.99",159,"11.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'anni':2 'boat':17 'butler':9 'car':12 'charact':5 'driver':1 'fun':21 'hous':22 'lacklustur':4 'must':14 'redeem':15 'studi':6"
257,"Drumline Cyclone","A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies",2006,1,3,"0.99",110,"14.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'canadian':21 'cyclon':2 'drumlin':1 'insight':4 'mad':17 'monkey':8 'must':14 'outrac':15 'panorama':5 'rocki':22 'scientist':18 'sumo':11 'wrestler':12"
259,"Duck Racer","A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank",2006,1,4,"2.99",116,"15.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dog':16 'duck':1 'lacklustur':4 'must':13 'overcom':14 'racer':2 'shark':19 'squirrel':11 'tank':20 'teacher':8 'yarn':5"
262,"Dumbo Lust","A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico",2006,1,5,"0.99",119,"17.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'conquer':14 'dentist':11 'display':5 'dumbo':1 'feminist':8 'gulf':19 'husband':16 'lust':2 'mexico':21 'must':13 'touch':4"
267,"Eagles Panky","A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert",2006,1,4,"4.99",140,"14.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boy':11 'car':8 'desert':21 'eagl':1 'find':14 'must':13 'panki':2 'sahara':20 'shark':17 'stori':5 'thought':4"
268,"Early Home","A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback",2006,1,6,"4.99",96,"27.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'earli':1 'home':2 'husband':12 'mad':8 'meet':15 'must':14 'outback':20 'panorama':5 'scientist':9 'woman':17"
269,"Earring Instinct","A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria",2006,1,3,"0.99",98,"22.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'charact':5 'cow':13 'dentist':9 'earring':1 'find':16 'instinct':2 'mad':12 'must':15 'nigeria':20 'studi':6 'stun':4 'teacher':18"
271,"Easy Gladiator","A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India",2006,1,5,"4.99",148,"12.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'chef':17 'easi':1 'fate':4 'girl':11 'gladiat':2 'india':20 'monkey':8 'must':13 'overcom':14 'pastri':16 'stori':5"
274,"Egg Igby","A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station",2006,1,4,"2.99",67,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'administr':18 'beauti':4 'boat':8 'databas':17 'documentari':5 'egg':1 'first':21 'igbi':2 'man':22 'must':14 'space':23 'station':24 'succumb':15 'sumo':11 'wrestler':12"
275,"Egypt Tenenbaums","A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park",2006,1,3,"0.99",85,"11.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'agent':12 'amus':21 'astronaut':17 'egypt':1 'intrepid':4 'madman':8 'must':14 'outrac':15 'park':22 'secret':11 'stori':5 'tenenbaum':2"
276,"Element Freddy","A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat",2006,1,6,"4.99",115,"28.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':23 'cow':19 'element':1 'freddi':2 'inspir':6 'jet':22 'kill':16 'mad':18 'must':15 'reflect':7 'squirrel':13 'waitress':10"
277,"Elephant Trojan","A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon",2006,1,4,"4.99",126,"24.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'beauti':4 'eleph':1 'forens':11 'frisbe':17 'lumberjack':8 'must':14 'overcom':15 'panorama':5 'psychologist':12 'trojan':2"
278,"Elf Murder","A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft",2006,1,4,"4.99",155,"19.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':21 'action':5 'action-pack':4 'elf':1 'frisbe':10 'girl':18 'mine':22 'murder':2 'must':15 'pack':6 'reach':16 'shaft':23 'stori':7 'woman':13"
279,"Elizabeth Shane","A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan",2006,1,7,"4.99",152,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'display':5 'dog':11 'elizabeth':1 'face':14 'japan':20 'lacklustur':4 'must':13 'shane':2 'sumo':16 'woman':8 'wrestler':17"
281,"Encino Elf","A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon",2006,1,6,"0.99",143,"9.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astound':4 'baloon':19 'confront':14 'drama':5 'elf':2 'encino':1 'feminist':8 'husband':16 'must':13 'teacher':11"
283,"Ending Crowds","A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin",2006,1,6,"0.99",85,"10.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'berlin':18 'crowd':2 'dentist':8 'display':5 'end':1 'madman':11 'must':13 'squirrel':16 'unbeliev':4 'vanquish':14"
287,"Entrapment Satisfaction","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",2006,1,5,"0.99",176,"19.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'cow':17 'entrap':1 'hunter':8 'mad':16 'must':13 'panorama':5 'reach':14 'satisfact':2 'teacher':11 'thought':4 'u':21 'u-boat':20"
291,"Evolution Alter","A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory",2006,1,5,"0.99",174,"10.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'alter':2 'baloon':20 'charact':5 'evolut':1 'explor':17 'factori':21 'fanci':4 'feminist':9 'find':15 'madman':12 'must':14 'studi':6"
293,"Exorcist Sting","A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin",2006,1,6,"2.99",167,"17.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'berlin':20 'conquer':15 'dog':8 'drama':5 'exorcist':1 'mad':17 'must':14 'scientist':18 'sting':2 'sumo':11 'touch':4 'wrestler':12"
295,"Expendable Stallion","A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat",2006,1,3,"0.99",97,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'amaz':4 'boat':23 'charact':5 'cow':10 'discov':16 'expend':1 'hunter':18 'mad':9 'must':15 'squirrel':13 'stallion':2 'studi':6 'u':22 'u-boat':21"
300,"Falcon Volume","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",2006,1,5,"4.99",102,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'falcon':1 'fate':4 'hunter':12 'must':14 'new':20 'orlean':21 'redeem':15 'saga':5 'shark':18 'sumo':8 'volum':2 'wrestler':9"
303,"Fantasy Troopers","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",2006,1,6,"0.99",58,"27.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'agent':17 'convent':21 'fantasi':1 'monkey':11 'must':13 'mysql':20 'overcom':14 'saga':5 'secret':16 'teacher':8 'touch':4 'trooper':2"
305,"Fatal Haunted","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan",2006,1,6,"2.99",91,"24.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'agent':12 'ancient':19 'beauti':4 'confront':15 'dentist':17 'drama':5 'fatal':1 'haunt':2 'japan':20 'must':14 'secret':11 'student':8"
307,"Fellowship Autumn","A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon",2006,1,6,"4.99",77,"9.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'autumn':2 'baloon':19 'dentist':8 'fellowship':1 'hunter':11 'lacklustur':4 'meet':14 'must':13 'reflect':5 'teacher':16"
308,"Ferris Mother","A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico",2006,1,3,"2.99",142,"13.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4"
309,"Feud Frogmen","A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies",2006,1,6,"0.99",98,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'brilliant':4 'canadian':21 'chase':16 'cow':13 'databas':8 'feud':1 'frogmen':2 'mad':12 'must':15 'reflect':5 'rocki':22 'woman':18"
311,"Fiction Christmas","A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft",2006,1,4,"0.99",72,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5"
312,"Fiddler Lost","A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,"4.99",75,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'bore':4 'challeng':14 'dog':11 'fiddler':1 'gulf':19 'lost':2 'madman':16 'mexico':21 'must':13 'squirrel':8 'tale':5"
313,"Fidelity Devil","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat",2006,1,5,"4.99",118,"11.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11"
314,"Fight Jawbreaker","A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse",2006,1,3,"0.99",91,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8"
317,"Fireball Philadelphia","A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft",2006,1,4,"0.99",148,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5"
319,"Fish Opus","A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia",2006,1,4,"2.99",125,"22.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':16 'australia':18 'confront':14 'display':5 'feminist':8 'fish':1 'girl':11 'must':13 'opus':2 'touch':4"
321,"Flash Wars","A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico",2006,1,3,"4.99",123,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'chase':15 'chef':12 'flash':1 'gulf':20 'mexico':22 'moos':8 'must':14 'pastri':11 'saga':5 'student':17 'war':2"
324,"Flintstones Happiness","A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California",2006,1,3,"4.99",148,"11.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'california':18 'fate':4 'flintston':1 'happi':2 'husband':8 'moos':11 'must':13 'stori':5 'vanquish':14"
325,"Floats Garden","A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan",2006,1,6,"2.99",145,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'ancient':20 'boat':18 'car':13 'chase':16 'epistl':7 'float':1 'garden':2 'japan':21 'must':15 'pack':6 'robot':10"
326,"Flying Hook","A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria",2006,1,6,"2.99",69,"18.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'challeng':15 'cow':9 'display':5 'dog':12 'fli':1 'frisbe':17 'hook':2 'mad':8 'must':14 'nigeria':19 'thrill':4"
328,"Forever Candidate","A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat",2006,1,7,"2.99",131,"28.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'candid':2 'forev':1 'frisbe':17 'man':12 'must':14 'panorama':5 'pursu':15 'technic':8 'u':21 'u-boat':20 'unbeliev':4 'writer':9"
330,"Forrester Comancheros","A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria",2006,1,7,"4.99",112,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5"
331,"Forward Temple","A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans",2006,1,6,"2.99",90,"25.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'challeng':16 'display':5 'forens':8 'forward':1 'girl':18 'mad':12 'must':15 'new':20 'orlean':21 'psychologist':9 'scientist':13 'templ':2"
332,"Frankenstein Stranger","A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria",2006,1,7,"0.99",159,"16.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'chef':18 'feminist':9 'frankenstein':1 'insight':4 'must':14 'nigeria':20 'pastri':17 'pioneer':12 'pursu':15 'stranger':2 'studi':6"
333,"Freaky Pocus","A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico",2006,1,7,"2.99",126,"16.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'chase':17 'chef':11 'crocodil':14 'documentari':7 'fast':5 'fast-pac':4 'freaki':1 'gulf':22 'mexico':24 'must':16 'pace':6 'pastri':10 'pocus':2 'squirrel':19"
334,"Freddy Storm","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",2006,1,6,"4.99",65,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14"
335,"Freedom Cleopatra","A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon",2006,1,5,"0.99",133,"23.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'baloon':20 'cleopatra':2 'cow':12 'dentist':8 'emot':4 'face':15 'freedom':1 'mad':11 'must':14 'reflect':5 'squirrel':17"
336,"French Holiday","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin",2006,1,5,"4.99",99,"22.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':18 'dog':8 'epistl':5 'feminist':11 'french':1 'holiday':2 'kill':14 'madman':16 'must':13 'thrill':4"
338,"Frisco Forrest","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank",2006,1,6,"4.99",51,"23.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8"
339,"Frogmen Breaking","A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia",2006,1,5,"0.99",111,"17.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'australia':19 'break':2 'cat':12 'chase':15 'frogmen':1 'lumberjack':17 'mad':8 'must':14 'scientist':9 'unbeliev':4 'yarn':5"
347,"Games Bowfinger","A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery",2006,1,7,"4.99",119,"17.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astound':4 'bowfing':2 'butler':8,16 'challeng':14 'documentari':5 'explor':11 'game':1 'monasteri':19 'must':13"
349,"Gangs Pride","A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin",2006,1,4,"2.99",185,"27.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':20 'charact':5 'confront':16 'frisbe':18 'gang':1 'must':15 'pride':2 'shark':13 'studi':6 'taut':4 'woman':9"
350,"Garden Island","A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback",2006,1,3,"4.99",80,"21.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'charact':5 'garden':1 'island':2 'madman':12 'man':17 'must':14 'outback':20 'reach':15 'studi':6 'unbeliev':4 'woman':9"
352,"Gathering Calendar","A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention",2006,1,4,"0.99",176,"22.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'calendar':2 'conquer':14 'convent':20 'frisbe':16 'gather':1 'intrepid':4 'moos':11 'must':13 'mysql':19 'pioneer':8 'tale':5"
354,"Ghost Groundhog","A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India",2006,1,6,"4.99",85,"18.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'brilliant':4 'car':16 'compos':11 'ghost':1 'groundhog':2 'india':19 'madman':8 'must':13 'panorama':5 'succumb':14"
355,"Ghostbusters Elf","A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin",2006,1,7,"0.99",101,"18.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'berlin':18 'chase':14 'compos':16 'dog':8 'elf':2 'epistl':5 'feminist':11 'ghostbust':1 'must':13 'thought':4"
358,"Gilmore Boiled","A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat",2006,1,5,"0.99",163,"29.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':8,21 'boil':2 'documentari':5 'gilmor':1 'husband':11 'must':13 'student':16 'succumb':14 'u':20 'u-boat':19 'unbeliev':4"
362,"Glory Tracy","A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station",2006,1,7,"2.99",115,"13.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'cat':16 'discov':14 'first':19 'glori':1 'man':20 'must':13 'saga':5 'space':21 'station':22 'traci':2 'woman':8,11"
365,"Gold River","A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory",2006,1,4,"4.99",154,"21.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'gold':1 'mad':17 'must':14 'reach':15 'river':2 'scientist':18 'taut':4 'waitress':12"
366,"Goldfinger Sensibility","A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans",2006,1,3,"0.99",93,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'chef':18 'defeat':15 'drama':5 'goldfing':1 'hunter':12 'insight':4 'mad':8 'must':14 'new':20 'orlean':21 'pastri':17 'scientist':9 'sensibl':2"
367,"Goldmine Tycoon","A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback",2006,1,6,"0.99",153,"20.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'brilliant':4 'compos':8 'conquer':14 'epistl':5 'frisbe':11 'goldmin':1 'husband':16 'must':13 'outback':19 'tycoon':2"
368,"Gone Trouble","A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse",2006,1,7,"2.99",84,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'conquer':17 'cow':10 'forens':13 'gone':1 'insight':4 'mad':9 'manhattan':23 'must':16 'penthous':24 'psychologist':14 'shark':20 'studi':6 'troubl':2"
370,"Gorgeous Bingo","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,1,4,"2.99",108,"26.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':22 'bingo':2 'car':14 'display':7 'factori':23 'gorgeous':1 'must':16 'overcom':17 'pack':6 'sumo':10 'waitress':19 'wrestler':11"
